Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Income,Poverty,Unemployment,Employed,creditworthiness_score
37860,1,0.9999999,30,0,74,,0,0,0,0,0,211,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4,39934,17.2,3.4,2323,1
82431,0,1.245670651,74,0,0.300283651,7755,11,0,0,0,0,101,Google Pixel 5,Android,41,1.1,389,15,136,53,Male,1,35252,19.8,8.7,4585,1
14664,0,0.046658807,44,1,1.395442852,2720,10,0,1,0,1,698,Google Pixel 5,Android,99,3.1,942,22,457,50,Female,2,50323,16.1,8.3,10060,0
13969,0,0.9999999,44,0,0.752301987,24000,11,0,5,0,0,132,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4,50115,9.9,4.5,2759,1
130737,0,0.052144389,63,0,0.180649462,10500,9,0,1,0,0,623,Xiaomi Mi 11,Android,453,7.4,2363,65,1046,41,Female,4,30938,45.3,12,740,0
25613,0,0.565843005,34,0,0.136543015,3800,9,0,0,0,0,381,iPhone 12,iOS,188,4.6,1767,47,653,34,Male,3,34877,20.2,12.9,3701,0
55694,0,0.126181463,35,0,0.574211741,3900,18,0,2,0,3,132,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4,58788,10.1,4.8,31774,0
28503,0,0.575475628,36,0,0.263065179,5108,6,0,0,0,0,20,iPhone 12,iOS,577,8.5,2774,89,2192,29,Female,5,52169,8.8,1.1,1211,1
212,0,0.9999999,66,1,0.358101135,1937,4,1,0,0,0,536,Samsung Galaxy S21,Android,139,3.3,937,24,573,25,Female,2,45323,12.5,7.2,14773,0
100060,0,0.057049539,39,0,0.254713747,5833,8,0,1,0,2,227,Xiaomi Mi 11,Android,384,7,2185,72,1376,59,Male,4,43165,16.2,4.9,25422,1
1544,0,0.200990429,45,0,1559,,5,0,1,0,0,154,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4,36773,16.1,4.9,2166,1
108528,0,0.574513284,69,0,3082,,13,0,1,0,,469,Xiaomi Mi 11,Android,429,7.5,1921,61,1102,46,Male,4,48588,16.5,7.1,28464,1
56019,0,0.044782425,27,0,76,0,2,0,0,0,0,405,iPhone 12,iOS,559,8.2,2618,84,2102,22,Female,5,47252,12.2,4.8,4652,0
121396,0,0.9999999,39,0,0.031715976,4224,1,0,0,0,3,202,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2,45432,12.4,7,13830,1
20282,0,0.532011842,44,0,0.604643281,5900,14,0,1,0,2,38,Samsung Galaxy S21,Android,522,11.2,2808,93,2328,24,Male,5,57312,7.6,1.9,2843,1
75309,0,0.615972526,42,0,0.273454952,5371,9,0,1,0,1,188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1,43179,10.2,3.5,992,1
81008,0,0.011223345,42,0,0.081639454,3000,4,0,0,0,0,57,OnePlus 9,Android,64,1.1,572,10,161,42,Female,1,72061,7,7.1,98294,1
62528,0,0.339012298,56,0,1456,,10,0,0,0,1,20,iPhone 12,iOS,577,8.5,2774,89,2192,29,Female,5,31875,21.5,4.6,801,1
46421,0,0.14253492,50,0,1782,,7,0,1,0,0,273,Google Pixel 5,Android,105,2.2,1002,29,453,31,Female,2,24233,41.9,16.3,9422,1
104326,0,0.999332889,25,2,0.145795247,2187,6,0,0,0,0,119,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,1,25513,41.6,7.7,2036,0
111169,0,0.242263458,47,0,1526,1,14,0,1,0,1,583,iPhone 12,iOS,191,5.7,1414,53,991,19,Female,3,37667,25.9,6.3,36780,1
33650,0,0.814460509,61,0,2215,0,9,0,0,0,2,516,OnePlus 9,Android,126,2.2,1187,28,599,25,Male,2,41788,14.3,10.2,5604,0
133937,0,0,50,0,0.18130803,9800,14,0,1,0,0,221,OnePlus 9,Android,433,6.8,2093,75,1300,32,Male,4,50174,9.1,3.6,2943,1
131203,0,0.00352768,59,0,0.291505157,15220,9,0,2,0,1,526,Samsung Galaxy S21,Android,224,4.5,1646,57,665,59,Male,3,15067,56,22.5,4603,1
149161,0,22000,38,0,1.080020131,3973,7,0,2,0,3,515,Samsung Galaxy S21,Android,466,7.1,1984,73,1461,54,Male,4,46892,21.9,14.8,25499,0
81073,0,0.9999999,43,1,0.900915903,1200,2,1,1,0,0,336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,5,34672,25.3,6.7,3394,0
14640,0,0.00329153,53,0,0.209717688,5206,2,0,1,0,0,698,Google Pixel 5,Android,99,3.1,942,22,457,50,Female,2,33536,23.4,13.6,4405,1
8450,0,0,58,0,0.241459757,6000,4,0,1,0,0,55,Google Pixel 5,Android,516,8.7,2857,83,2189,53,Female,5,50762,13.2,5.6,47191,1
143196,0,0.948010398,28,0,0.417401529,1700,6,0,0,0,0,500,iPhone 12,iOS,143,3.6,988,26,504,45,Female,2,49570,14.3,7.8,37664,1
144895,0,0.26316952,69,0,1446,,6,0,1,0,0,536,Samsung Galaxy S21,Android,139,3.3,937,24,573,25,Female,2,28275,24.8,16.3,2237,1
127056,1,0.794212219,53,0,0.433985839,2400,5,2,1,0,0,162,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1,48384,15,5.7,4292,1
35191,0,0.064098398,63,0,0.104668528,15400,7,0,1,0,1,670,Samsung Galaxy S21,Android,160,3.2,648,31,339,27,Female,2,26677,36.4,19,3841,1
55393,0,0.110386505,36,0,0.292035398,6666,6,0,1,0,0,594,Samsung Galaxy S21,Android,217,4.2,1500,42,677,26,Female,3,36070,13.4,2.1,1692,1
116265,0,0.026193418,78,0,0.196407879,5177,9,0,1,0,0,159,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4,49252,15.3,6,31168,1
42655,0,0.473438374,50,0,0.317188668,12036,6,0,2,0,0,188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1,51223,15.5,6.6,57108,1
89533,0,0.106261364,53,0,0.460567429,8000,13,0,1,0,2,60,iPhone 12,iOS,325,7.1,2269,64,1053,56,Male,4,75325,7.4,2.6,14298,1
49771,0,0.137561106,67,0,0.13989899,1979,4,0,0,0,0,319,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,4,50539,14.8,5.4,62292,0
133120,1,0.89376715,63,1,1635,,2,2,1,3,0,211,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4,52250,11.3,2.8,2137,0
77638,0,0.054637814,83,0,0.01211754,3300,1,0,0,0,0,406,Google Pixel 5,Android,478,7.3,2340,69,1017,43,Female,4,81544,12.7,2.3,1210,0
121297,0,0.9999999,49,1,0.090073723,66600,8,0,1,0,3,664,Google Pixel 5,Android,469,6.4,1858,78,1297,55,Female,4,38991,23.5,4.8,4365,0
47622,0,0.153885264,35,0,0.531198582,7900,6,0,2,0,0,109,Xiaomi Mi 11,Android,187,5.5,1754,55,711,50,Female,3,23491,40.3,11.6,305,1
95282,0,0.905103163,49,0,0.321893428,18822,5,0,2,0,2,76,Xiaomi Mi 11,Android,229,5.7,1305,43,985,23,Female,3,63004,6.4,2.1,2290,1
130417,0,0.003333248,72,0,0.945621751,2500,16,0,2,0,0,542,iPhone 12,iOS,170,2.5,740,21,537,25,Female,2,53673,12.9,10.7,3209,0
64971,0,0.006671051,56,0,0.295139973,9608,16,0,2,0,1,314,Xiaomi Mi 11,Android,130,3,820,21,308,49,Female,2,38103,20.1,8.6,7140,1
146398,0,0.518812324,49,0,0.40291177,5700,11,0,2,0,2,117,iPhone 12,iOS,75,1.2,409,13,281,18,Male,1,40599,21.5,10.3,4217,1
123051,0,0.609055638,56,1,0.386899852,6060,4,0,2,0,1,19,Google Pixel 5,Android,81,1.4,558,16,297,26,Female,1,27476,29.6,13.8,8383,0
62156,0,0.120555025,64,0,0.275521541,8100,6,0,1,0,0,432,iPhone 12,iOS,140,3.8,1137,36,506,53,Male,2,56042,7.9,0.7,1252,1
61041,0,0.040177767,59,0,0.003332778,6000,2,0,0,0,0,685,Google Pixel 5,Android,218,4,1221,47,822,25,Male,3,58206,11.8,8.4,290448,1
143841,0,0.664529838,82,1,0.653724379,6000,11,0,0,0,0,350,Samsung Galaxy S21,Android,303,7.4,2314,66,1387,34,Male,4,29238,28.9,11.2,6423,0
574,0,0.064835195,56,2,0.197624587,8166,10,0,1,0,0,183,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5,40390,22.3,12.4,50821,0
30693,0,0.637362002,48,0,0.203908937,18316,17,0,1,1,3,113,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3,41394,13.7,6.6,5799,1
58078,1,0.242342832,53,0,0.365066876,10167,13,0,2,0,4,183,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5,44189,13,8.7,2632,1
142393,0,0.160288327,63,0,0.151761518,10700,7,0,2,0,1,481,iPhone 12,iOS,155,2.4,954,39,441,51,Male,2,62031,11.8,5.4,7972,1
127363,0,0.216677672,32,0,0.189318726,2920,6,0,0,0,1,146,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,3,41210,25,14.9,696900,0
142200,0,0,41,1,1648,,7,0,1,0,0,628,iPhone 12,iOS,227,5.2,1446,46,920,59,Male,3,42346,16,6.8,4184,1
1376,0,0.443944541,65,1,0.662545192,13829,19,0,3,0,1,113,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3,72500,5.4,7.9,375,1
4329,0,0.071677893,66,0,0.082049792,10322,10,0,0,0,0,476,Samsung Galaxy S21,Android,412,6.2,2201,68,1085,54,Female,4,30772,14.1,1.2,1301,1
103139,0,0.596042618,51,0,0.509932904,7600,8,0,2,0,2,303,iPhone 12,iOS,469,6,2290,67,1086,34,Female,4,47118,14.7,5.7,6694,1
16040,0,0.9999999,31,0,0.377983064,2597,3,0,0,0,0,118,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,3,30275,30.7,11.5,7062,0
20252,0,0.369610215,37,0,3287,,13,0,2,0,2,161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1,56000,12.3,1.8,2070,1
79966,0,0.012561715,32,0,0.136271061,5400,8,0,0,0,0,401,Xiaomi Mi 11,Android,522,11.1,2821,86,1891,42,Male,5,44928,12.9,5.1,10050,1
145846,0,0.321368229,42,0,0.39186572,4646,5,0,1,0,2,198,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,2,41001,19.8,13.2,23127,1
56273,0,0.011262565,42,0,0.49590082,5000,10,0,1,0,2,260,Xiaomi Mi 11,Android,570,9,2613,98,2497,49,Female,5,42880,17.9,7.7,31814,1
118694,0,0.010916485,75,0,113,,5,0,0,0,0,660,Xiaomi Mi 11,Android,505,9.6,2464,91,2375,35,Male,5,50068,11.2,4.8,12506,1
9542,0,0,39,0,0.195527679,11000,6,0,2,0,2,47,OnePlus 9,Android,558,8.4,2447,97,1594,22,Female,5,53687,11.5,6.2,13483,1
74588,0,0.143938104,58,0,0.58260206,2620,7,0,2,0,2,399,OnePlus 9,Android,41,1.6,323,18,221,43,Female,1,44828,18.5,9.8,23242,1
147056,0,0.024958003,89,0,9,,2,0,0,0,0,559,Google Pixel 5,Android,361,7.6,2037,65,1056,55,Male,4,66634,8.3,6.1,214968,1
107500,0,0.244637554,63,0,0.422681092,15157,11,0,2,0,0,78,Google Pixel 5,Android,173,2.5,678,29,301,30,Female,2,48695,16.4,8.4,361510,1
85498,0,0.007001374,73,0,0.007364545,1900,12,0,0,0,0,124,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5,41038,17.8,2.6,4613,0
38626,0,0.9999999,21,98,0,,0,98,0,98,,75,iPhone 12,iOS,47,2,476,14,125,39,Male,1,18162,46.2,18.9,11272,0
95109,0,0.000729433,63,0,1429,,18,0,1,0,0,137,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1,52192,16.4,6.5,19975,1
116653,0,0.444146833,51,0,0.390490075,8916,12,0,2,0,0,602,OnePlus 9,Android,83,1.2,545,15,284,44,Male,1,45855,11.5,7.4,883,1
34159,0,0.000249988,56,0,5751,,16,0,3,0,0,400,OnePlus 9,Android,49,1.5,571,10,203,29,Male,1,36318,20.6,9.9,14542,1
63133,0,0.971929064,37,0,0.587934674,9000,19,0,2,0,4,505,Google Pixel 5,Android,493,8.5,2859,99,2450,47,Male,5,49550,12.3,5.6,4618,1
37810,0,0.011055404,44,0,0.241050853,6508,13,0,2,0,3,500,iPhone 12,iOS,143,3.6,988,26,504,45,Female,2,37932,25.9,12.2,7370,1
138035,0,0.008345852,46,0,0.12371907,4000,13,0,1,0,1,573,OnePlus 9,Android,211,5.9,1757,42,864,56,Female,3,15212,55.9,17.1,5392,0
137253,0,0.9999999,61,0,5944,,6,0,2,0,0,138,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,3,45000,11.8,2.3,606,1
22859,0,0.795253796,62,2,1880,,14,1,0,0,0,50,OnePlus 9,Android,589,8.7,2736,82,1997,49,Male,5,65903,10.2,7.7,99712,0
27212,0,0.23715616,72,0,0.329949875,15959,25,0,2,0,1,619,OnePlus 9,Android,342,7,1826,71,1077,26,Female,4,54083,10.6,5.7,69834,1
131663,0,0.05111846,40,0,0.287579114,7583,9,0,1,0,1,625,Samsung Galaxy S21,Android,36,1.5,310,15,272,45,Male,1,41268,18.5,7.9,25099,1
780,0,0.012236873,46,0,1189,,6,0,1,0,0,254,Xiaomi Mi 11,Android,100,2.4,982,31,478,48,Female,2,62670,14.5,9.4,3038,1
140872,0,0.013650987,86,0,4,,2,0,0,0,,630,iPhone 12,iOS,461,6.3,1988,62,1004,21,Male,4,32043,23.1,6.7,2446,1
66015,0,0.31555128,62,0,697,,8,0,0,0,0,563,Google Pixel 5,Android,71,1.4,508,15,265,33,Female,1,59322,9.8,4.8,114142,1
18663,0,0.660821412,57,0,0.615835777,3750,8,0,1,0,1,426,Samsung Galaxy S21,Android,130,2.8,1062,24,579,37,Male,2,54659,14.6,5.7,277349,1
126333,0,0.215421273,88,0,0.303262956,4167,5,0,1,0,0,547,OnePlus 9,Android,236,4.6,1750,45,971,21,Female,3,36651,17.6,10,4857,1
79731,0,0.027102089,46,0,0.280879954,19000,9,0,2,0,1,302,iPhone 12,iOS,267,4.4,1505,59,971,38,Female,3,48201,23.2,10,1167448,1
137418,0,0,66,0,0,,3,0,0,0,0,581,iPhone 12,iOS,527,10,2430,82,1737,27,Female,5,35287,21.5,7.7,8479,1
43731,0,0.270052198,45,0,0.249021143,16600,13,0,2,0,0,349,Google Pixel 5,Android,156,3.8,866,34,510,26,Male,2,37162,17.9,4.4,4598,1
71223,1,0.9999999,26,0,0.105526243,3600,2,1,0,0,0,49,Google Pixel 5,Android,580,8.2,2623,90,2262,49,Male,5,63889,1.5,1.9,423,0
4069,0,0.031039321,81,0,0.011836914,2280,3,0,0,0,0,74,Xiaomi Mi 11,Android,31,1.1,585,11,208,50,Female,1,56798,12,6.6,31866,1
137771,0,0.165977203,49,0,0.487172706,3780,9,0,1,0,2,261,Xiaomi Mi 11,Android,64,1.3,490,14,151,43,Female,1,25876,28.5,13.2,3471,0
66299,0,0.177512447,67,0,0.497113083,7100,25,0,3,0,1,356,Samsung Galaxy S21,Android,30,1.9,574,19,287,45,Male,1,52554,8.6,9.3,932,1
122194,0,0.006705751,69,0,0.166483063,7261,5,0,2,0,0,582,Samsung Galaxy S21,Android,148,2.7,625,34,416,27,Male,2,16755,48.8,17.6,4406,1
146077,0,0.043102995,43,0,2810,,6,0,1,0,0,602,OnePlus 9,Android,83,1.2,545,15,284,44,Male,1,36097,23.5,7.7,2877,1
94719,0,0.232688366,41,0,2186,0,5,0,1,0,0,260,Xiaomi Mi 11,Android,570,9,2613,98,2497,49,Female,5,38159,22,5.3,53420,0
135144,0,0.004138572,42,1,2209,,20,0,1,0,3,638,Xiaomi Mi 11,Android,83,1.1,546,10,289,32,Female,1,37351,21.5,9.5,6792,1
66067,0,0.021404605,34,0,0.571584401,11000,11,0,3,0,0,295,Samsung Galaxy S21,Android,580,8.5,2660,87,1795,52,Male,5,46637,16.4,8.9,10099,1
113053,0,0.221250481,73,3,0.389370933,3687,8,0,0,0,0,641,Samsung Galaxy S21,Android,63,1.8,321,11,271,42,Male,1,44459,12.8,6.5,7491,0
1858,0,1.209302326,49,0,10,,1,0,0,0,0,313,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,2,37997,17.9,4.5,5125,1
72047,0,0.006224589,69,0,0.253087493,5748,8,0,1,0,0,612,Xiaomi Mi 11,Android,57,1.3,489,16,131,37,Male,1,42713,18.5,11.9,40735,1
68388,0,0.9999999,32,0,0.078588613,3740,1,0,0,0,0,182,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4,48823,17.7,6.6,6532,0
6497,0,0.048073798,74,0,0.071315372,4416,2,0,0,0,0,686,Xiaomi Mi 11,Android,412,6.6,1859,67,1393,18,Male,4,52396,13.4,1.4,684,1
117892,0,0.08423334,56,0,0.243399469,6400,14,0,1,0,1,364,iPhone 12,iOS,321,7.9,2159,64,1499,45,Male,4,84385,5.5,6,61270,1
42127,0,0.519931802,67,0,0.261601456,2197,5,0,0,0,0,188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1,41984,17.1,7.7,19939,1
34461,0,0.245528275,81,0,0.15133438,3184,3,0,0,0,0,569,Google Pixel 5,Android,291,5.3,1537,43,700,49,Female,3,53202,12.9,5.5,7194,1
30229,0,0.010199709,86,0,0.252279635,4605,11,0,1,0,0,543,Google Pixel 5,Android,242,5.4,1307,48,642,28,Male,3,48043,14.3,8.6,43095,1
50105,0,0.611391151,79,0,0.420574337,2750,15,0,0,0,1,596,OnePlus 9,Android,512,10.5,2538,82,1694,41,Male,5,37391,19.5,8.6,6014,0
53072,0,0.327198957,30,0,0.204819277,5394,3,0,0,0,2,664,Google Pixel 5,Android,469,6.4,1858,78,1297,55,Female,4,39275,26,10.4,10948,0
41089,0,0.079293011,69,0,0.203197868,1500,2,0,0,0,0,548,iPhone 12,iOS,139,2.6,658,33,358,58,Female,2,41310,18.5,8.8,10600,1
69733,0,0.54102849,46,0,0.176260534,7000,8,0,1,0,4,408,OnePlus 9,Android,395,7.3,2291,61,1049,55,Female,4,24925,30.3,14.6,2159,0
41988,0,0.229096363,34,0,0.054800575,9050,3,0,0,0,3,618,Google Pixel 5,Android,225,5.6,1388,55,965,36,Female,3,55433,18.2,3,2696,1
53947,0,0.031093837,51,0,785,,3,0,1,0,0,414,iPhone 12,iOS,270,5,1532,51,957,35,Male,3,47555,11.8,6.6,11017,1
72713,0,0.164489534,48,0,0.625916544,7500,10,0,1,0,2,342,iPhone 12,iOS,597,10.3,2718,90,1863,26,Female,5,45312,17.1,8.3,86840,1
45036,0,0.65391976,56,0,0.432160194,8239,11,0,2,0,0,220,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,2,32379,23.9,6.9,6527,1
123227,0,0.116782278,44,0,2001,,13,0,1,1,1,163,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,4,42263,9.3,4.8,1975,1
23740,0,0.449394869,51,0,0.674358501,5416,14,0,3,0,2,220,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,2,60051,11.6,5.4,152196,1
139113,0,0.085249728,34,0,0.627364028,7666,11,0,2,0,0,270,Samsung Galaxy S21,Android,381,6.6,2160,69,1450,20,Male,4,43444,21.9,12.1,89411,0
145195,0,0.011423107,58,0,0.168232558,21499,13,0,2,0,2,632,Samsung Galaxy S21,Android,216,5.1,1483,54,977,45,Female,3,42408,15.2,8.4,16774,1
2185,0,0.007909158,89,0,0.000774144,5166,2,0,0,0,0,400,OnePlus 9,Android,49,1.5,571,10,203,29,Male,1,58269,10.7,7.3,217393,1
14362,0,0.497635623,72,3,0.347034645,5108,14,0,1,1,0,182,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4,14331,61.2,6.8,6235,0
106989,0,0.086431075,68,0,207,,8,0,0,0,0,618,Google Pixel 5,Android,225,5.6,1388,55,965,36,Female,3,37206,21,10.9,6702,1
98616,0,0,57,0,0,7901,3,0,0,0,0,205,OnePlus 9,Android,100,3.3,961,21,433,25,Male,2,58199,8.7,4.9,25416,1
36667,0,0.616923765,40,0,43843,,14,0,1,0,0,582,Samsung Galaxy S21,Android,148,2.7,625,34,416,27,Male,2,63236,8.9,4.9,19250,1
124317,0,0.10848192,61,0,0.751006711,1489,4,0,2,0,0,556,Xiaomi Mi 11,Android,201,4.9,1633,41,972,32,Female,3,47725,19.4,8.4,307756,1
68303,0,0.018892813,34,0,0.369651522,6800,8,0,2,0,0,228,iPhone 12,iOS,193,5.2,1318,49,626,32,Female,3,39480,18,8.2,17159,1
67789,0,0.069148271,63,0,0.321077246,6200,19,0,1,0,1,696,iPhone 12,iOS,92,3.9,1082,26,381,22,Male,2,32046,23.3,9.3,3408,1
16423,0,0,51,0,1579,,4,0,2,0,0,619,OnePlus 9,Android,342,7,1826,71,1077,26,Female,4,36919,22.2,10.5,6601,0
78351,0,0.304303797,41,0,0.311334133,9166,10,0,2,0,2,596,OnePlus 9,Android,512,10.5,2538,82,1694,41,Male,5,38876,19,6.4,5781,1
107583,0,0.035643078,27,0,0.368850492,4166,9,0,1,0,0,250,Google Pixel 5,Android,75,1.9,537,13,230,58,Female,1,48331,16,6.9,96700,1
9799,0,0.317771061,48,0,0.253143463,6600,17,0,1,0,1,441,Google Pixel 5,Android,260,5.7,1725,56,920,36,Female,3,30704,22.4,12.7,4562,1
100010,0,0.230381322,47,0,2737,,9,0,3,0,0,533,iPhone 12,iOS,431,6.4,2206,66,1200,23,Female,4,54605,12.2,4.3,50102,1
141704,0,0.854626002,61,0,0.821029828,6000,21,0,2,0,0,196,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,3,54605,12.2,4.3,50102,1
121638,0,0.060791732,64,0,0.139513218,8586,8,0,1,0,0,690,Samsung Galaxy S21,Android,541,9.5,2424,98,1550,32,Male,5,65873,12.4,8,366793,1
108269,0,0.9999999,28,0,0.221467391,2943,1,0,0,0,0,519,OnePlus 9,Android,574,8.5,2780,87,1809,34,Female,5,43158,20.8,9.7,3256,0
69694,0,0.9999999,39,0,0.074168333,5500,3,1,0,0,1,70,Google Pixel 5,Android,82,1.7,558,16,284,29,Female,1,32409,26.8,8.3,18354,1
46986,0,0.036136134,65,0,0.012158055,6250,6,0,0,0,1,639,Google Pixel 5,Android,417,6.2,2074,63,1135,35,Female,4,38500,16.1,2.4,4133,1
58699,0,0.394904204,32,0,4.884368308,1400,8,0,3,0,1,399,OnePlus 9,Android,41,1.6,323,18,221,43,Female,1,53088,12.9,4.9,35978,1
94963,0,0.051881082,34,0,0.43091515,3900,7,0,1,0,3,672,Google Pixel 5,Android,468,7.3,1937,64,1209,22,Male,4,35599,27.1,12.4,147194,0
27350,0,0.569167476,29,0,0.453109378,5000,12,0,1,0,0,203,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,1,45471,17.8,8.5,123170,1
109117,0,0.023861797,50,1,707,,17,0,0,0,0,148,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1,44103,17.5,9.2,47604,1
72022,0,0.059075408,72,0,0.422995781,6635,10,0,2,0,1,472,Xiaomi Mi 11,Android,541,9.4,2452,93,1811,53,Female,5,53687,11.5,6.2,13483,1
135132,0,0.268150646,55,0,3406,,7,0,2,0,1,655,Google Pixel 5,Android,594,10.5,2839,91,1647,56,Male,5,39743,22.6,5.2,1345,1
55294,0,0.000384468,52,0,545,,5,0,0,0,0,199,OnePlus 9,Android,80,1.6,549,14,197,19,Male,1,49759,15.7,6.5,302471,1
39687,0,0.9999999,23,0,0,,1,0,0,0,0,426,Samsung Galaxy S21,Android,130,2.8,1062,24,579,37,Male,2,64505,7.3,4.5,63025,1
98135,0,0.863470446,52,0,40.03096903,1000,10,0,0,0,0,666,iPhone 12,iOS,198,5.4,1544,53,635,53,Male,3,36827,16.5,5.7,3723,1
143287,0,0.9999999,26,0,0.13462669,1700,2,0,0,0,0,492,iPhone 12,iOS,152,3.7,948,22,507,53,Female,2,28347,29.2,12.2,4945,0
77645,0,0.00819959,73,0,595,,2,0,1,0,0,142,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,4,56219,12.4,6.8,141737,1
32561,0,0.04519774,65,0,0.33863112,3900,3,0,2,0,0,313,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,2,62159,10.5,5.3,30396,1
1413,0,0.625696469,50,3,0.55618104,4440,12,0,2,0,2,165,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,3,44103,17.5,9.2,47604,1
13543,0,0.123375325,43,0,0.397283531,5300,9,0,2,0,3,314,Xiaomi Mi 11,Android,130,3,820,21,308,49,Female,2,43540,19.9,8.8,103203,1
38258,0,0.282494112,54,1,0.405708282,5710,20,0,2,0,0,21,Samsung Galaxy S21,Android,93,2.6,681,37,302,45,Female,2,39375,23.4,12.4,1964,0
34707,0,0.348536115,68,0,0.221955609,5000,14,0,1,0,0,82,iPhone 12,iOS,172,2.8,1035,22,549,41,Male,2,58147,11.2,7.2,8984,1
70849,0,0.078515888,71,0,622,,4,0,0,0,0,581,iPhone 12,iOS,527,10,2430,82,1737,27,Female,5,44966,17.1,7.9,25377,1
112972,0,0.366469275,33,0,0.038622129,2873,4,0,0,0,3,131,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5,35599,27.1,12.4,147194,0
53709,0,0.403305324,33,0,0.302261191,4333,7,0,2,0,2,599,Samsung Galaxy S21,Android,114,3,1131,31,596,28,Male,2,30259,26,10.4,5998,1
66073,0,0.538922156,38,1,0.108753316,4900,11,0,0,0,0,305,iPhone 12,iOS,155,2.9,1117,22,322,19,Female,2,57177,9.4,6.3,22893,1
108805,0,0,64,0,0.126830697,3413,8,0,0,0,1,371,iPhone 12,iOS,558,9.8,2765,83,1548,25,Female,5,50135,17.9,10.5,212423,0
26424,0,0.140673621,52,0,0.293582493,12200,14,0,1,0,1,384,OnePlus 9,Android,104,2.9,653,35,322,30,Male,2,50305,12,4.8,6447,1
87492,0,0.982144133,47,1,0.795074559,4425,9,0,2,0,3,445,iPhone 12,iOS,555,8.8,2540,97,2402,22,Male,5,41505,20.7,10.9,20159,0
39889,0,0.006122044,68,0,0.382323535,5000,13,0,2,0,0,425,OnePlus 9,Android,201,5,1482,59,709,24,Male,3,37076,21.1,12.3,3920,1
43532,0,0,40,0,0,5800,2,0,0,0,0,161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1,30668,28.4,10.4,9272,1
111482,0,0.024262571,35,0,0.568848758,3100,10,0,2,0,1,178,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3,42589,14.9,1.4,1040,1
86638,0,0,51,0,0.339732054,5000,8,0,1,0,0,629,Xiaomi Mi 11,Android,47,1.2,437,18,234,55,Male,1,41877,17,8.7,50632,1
149756,0,0.402752981,85,0,0.181048174,11333,16,0,0,0,1,490,Google Pixel 5,Android,586,9.3,2403,94,2332,21,Male,5,43425,12.9,7.5,18969,1
66206,0,0.042149246,55,0,0.065189048,2300,11,0,0,0,0,327,Samsung Galaxy S21,Android,199,6,1707,57,881,55,Male,3,42257,15,7.8,34110,1
62506,0,0.749298602,66,0,1764,,5,0,1,0,0,598,OnePlus 9,Android,140,2.5,825,31,347,59,Male,2,48355,8,2,1203,1
